tez_no,yazar,yıl,title,üniversite,tez_türü,konu,tez_detay
666531,SEVDA ÖZDEMİR AL,2021,"Yoğun bakım ünitesinde acinetobacter baumannii etkenli ventilatör ilişkili pnömoni hastalarında, sekonder bakteriyemi risk faktörleri ve mortalite prediktörleri<br><span style='font-style: italic';>Ventilator-associated pneumonia due to acinetobacter baumannii in intensive care units: Secondary bacteremia risk factors and predictors of mortality",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Klinik Bakteriyoloji ve Enfeksiyon Hastalıkları = Clinical Microbiology and Infectious Diseases," onclick=tezDetay('qtQX28iKuc_aj8h1c-i1gw','eRBTFjMP7OJag8MZi40DrQ')"
703625,EBRU AYDIN,2021,"Obstrüktif uyku apnesi nedeniyle palatal cerrahi yapılan hastaların preoperatif ve postoperatif semptom, muayene ve laboratuvar bulgularının karşılaştırılması<br><span style='font-style: italic';>Comparison of preoperative and postoperative symptoms, examinations and laboratory findings of pati̇ents undergoing palatal surgery for obstruktive sleep apnea",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('CpcchPEHuPuDDt8KQYnsWg','umogZxjZK_BkDo5CzEcPVQ')"
702261,ABDURRAHMAN KOTAN,2021,Akciğer kanseri tanısında kullandığımız girişimsel yöntemlerin etkinliğinin araştırılması<br><span style='font-style: italic';>Investigation of the effectiveness of interventional methods used in diagnosis of lung cancer,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('kyty4zLqY11I3Po5WbpBnQ','W8D3yZpXXVeoyNKt1d8VfA')"
464084,NURETTİN MANTI,2017,Parsiyel aşil tendon hasarı oluşturulan ratlarda amniyon zarı kullanılarak yapılan tamirin klinik ve histolojik incelenmesi<br><span style='font-style: italic';>Clinical and histological examination of the repair made by using amniotic membrane at the partial achilles tendon injury in rats,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('bk7dK5eIRKExRrfJRVqlIg','7TG346zEr57YnU_RBPkYzQ')"
435725,RIFAT ŞAHİN,2016,"Diz eklem içi patolojilerinin değerlendirilmesinde klinik muayene, manyetik rezonans görüntüleme ve artroskopik bulguların karşılaştırılması<br><span style='font-style: italic';>Comparison of clinical examination, magnetic resonance imaging and arthroscopic findings of knee joint pathology",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('lVAGBUavhFwwjO0DI-U_hg','JAly4QcWtGA9gt_6UKRXoQ')"
530653,ASUMAN OKUR,2018,"Üniversite çalışanlarının beslenme, fizik aktivite düzeyi ve ilişkili bireysel ve çevresel faktörler<br><span style='font-style: italic';>Nutrition and physical activity level among university staff and the associated personal and environmental factors",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Halk Sağlığı = Public Health," onclick=tezDetay('Ugns77oqt1oimSbExB2dkA','RUQhs0Xhuu7evoaWstA_qw')"
661074,BİLGEŞAH KILIÇTAŞ,2021,Dahili yoğun bakım ünitesinde takip edilen hastaların yatış parametreleri ile mortalite ilişkisi<br><span style='font-style: italic';>The relationship between hospitalization parameters andmortality in patients followed up in the internal intensivecare unit,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İç Hastalıkları = Internal diseases," onclick=tezDetay('hWpNzkv5F2-2rm8KHqcEmA','U4_URJm-10ZIhT4lnemu1Q')"
497472,ŞEYMA MATARACI,2018,Yaşa bağlı makula dejenerasyonunda aflibercept\'in koroid kalınlığına etkisi<br><span style='font-style: italic';>The effect of intravitreal aflibercept on choroidal thickness in age related macular degeneration,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('daG92l4LVqkSGH1041tSSQ','ym6tGJ1DAPRu0-KuhtSQ8Q')"
536755,HÜSEYİN DURAK,2019,Akut koroner sendrom nedeniyle perkütan koroner girişim yapılan hastalarda biyokimyasal parametreler ve epikardiyal yağ kalınlığı ile kontrast madde nefropatisi arasındaki ilişki<br><span style='font-style: italic';>The relationship between epicardial adipose tissue and biochemical parameters with contrast induced nephropathy in patients with percutaneous coronary intervention due to acute coronary syndrome,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('6chHeK407usd6FEZpCJS8g','J0PjGN4R9YPqFcMN2RFiiA')"
685933,SERDANUR ÖZDEMİR,2021,COVID-19 nedeniyle yatırılarak tedavi edilen hastaların demografik ve klinik özelliklerinin prognoz ile ilişkisinin değerlendirilmesi<br><span style='font-style: italic';>Evaluation of the demographic and clinical characteristics of hospitalized COVID-19 patients in relation to prognosis,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('W72KLIwjf6tJ6fVir8fGEQ','kuOJrAsyaNzfRerHWO1Siw')"
622290,UMUT SERKAN SÖZTANACI,2019,"Hıppocampus, corpus amygdaloideum ve nucleus accumbens hacimlerinin şizofreni tanısı almış hastalarda manyetik rezonans görüntüler kullanılarak değerlendirilmesi<br><span style='font-style: italic';>The evaluation of hippocampus, corpus amygdaloideum and nucleus accumbens volumes by using magnetic resonance images in schizoprenia patients",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anatomi = Anatomy," onclick=tezDetay('M9R5xLaQcUzpZjXpN3zwLw','8GP1RXEYopAxHj3kXCH-EQ')"
639925,ENSAR TOPALOĞLU,2020,Üçüncü basamak acil servis başvurularının resmi tatil günlerine göre dağılımının değerlendirilmesi<br><span style='font-style: italic';>An evaluatiom of emergency department admissions on religiousan national holidays in A unuversity hospital setting,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İlk ve Acil Yardım = Emergency and First Aid," onclick=tezDetay('5xjcMocj0tUnQ4oLI-6hlA','FJhpR6g7Wm7X2jzBb3aDSA')"
497480,GÖRKEM AKÇA,2017,Ratlardaki sisplatin nefrotoksisitesinde astaksantinin koruyucu etkisi<br><span style='font-style: italic';>Protective effect of astaxanthin against cisplatin induced nephrotoxicity in rats,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Üroloji = Urology," onclick=tezDetay('eDD2_3q7SYMBKhqZffnXww','XYpo71IgTrZt0BQxqNekag')"
662233,ERCAN NALBANT,2021,Kardiyopulmoner resüsitasyon uygulanan hastalarda spontan dolaşımın geri döndürülmesini sağlayan faktörlerin incelenmesi<br><span style='font-style: italic';>Investigation of the factors that enable the recovery of spontane circulation in patients with cardiopulmonary resuscitation,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İlk ve Acil Yardım = Emergency and First Aid," onclick=tezDetay('pHeexji7GAoe_g1tjnF6cA','KdPYKG2Du5eXL-IhuBdqCg')"
706379,KEREM YILDIRIM,2021,"Pulmoner emboli, akut miyokard enfarktüsü ve iskemik inmede ortalama platelet hacimlerinin prediktif değerlerinin belirlenmesi<br><span style='font-style: italic';>Determination of predictive values of mean platelet volumes in pulmonary embolism, acute myocardial infarction and ischemic stroke",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İlk ve Acil Yardım = Emergency and First Aid," onclick=tezDetay('RwpSwMHFoCq4gGwmJQIhvg','7cTAh-QZInV8B2ksdF5vww')"
710244,İLKAY BAHÇECİ,2013,Genişlemiş spektrumlu beta-laktamaz üreten gram negatif enterobakterilerde blactx-m beta-laktamaz direnç genlerinin araştırılması<br><span style='font-style: italic';>Investigation of blactx-m beta-lactamase resistance genes in extended spectrum beta-lactamase producing grams negative enterobacteria,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology ; Moleküler Tıp = Molecular Medicine," onclick=tezDetay('6rZlAQWjnck5Kp7hIT84hA','sDc4Y9nmcMxnGXFAeDPJsw')"
709188,YUNUS EMRE İBİK,2022,"Karbapenem duyarlı olmayan klebsiella pneumoniae izolatlarının MLSt, maldı-tof, PFGE ile moleküler epidemiyolojisinin incelenmesi<br><span style='font-style: italic';>Evaluating molecular epidemiology of carbapenem nonsusceptible klebsiella pneumoniae isolates with MLST, malditof, PFGE",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('jxPDEWY9s3htV3MfRbP8Kg','9B6NyD_03oGiDOSR9sTvHw')"
707638,OSMAN CAN YAŞAR,2022,izole baypas cerrahisinde iki farklı plan bloğunun etkinliğinin intravenöz analjezi ile karşılaştırılması: Prospektif gözlemsel çalışma<br><span style='font-style: italic';>Comparison of efficacy of two different plan blocks with intravenous analgesia in isolated bypass surgery: A prospective observational study,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('3y5HRCwxjKGhbKPH08cqUg','-uwO4C3KFSFgQNlzHfcYDw')"
718657,ENES KILINÇ,2022,COVID-19 pnömoni şüpheli/kesin tanılı hastalarda hastalığın şiddetini tahmin etmede integre pulmoner indeks (IPI)\'inklinik değeri<br><span style='font-style: italic';>Covid-19 pneumonia suspected/finally diagnosed patientsestimating the severity of the disease integrated pulmonary index (IPI) clinical value,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İlk ve Acil Yardım = Emergency and First Aid," onclick=tezDetay('rUoWHRDsHncP57xJmMmpEA','Wo7o-sHV-tzmHrthYemv7w')"
727684,SERDAR DURMAZ,2022,Tip 2 odontoid fraktürünün pontikulus postikus ile ilişkisinin araştırılması<br><span style='font-style: italic';>Reseach relationship between type 2 odontoid fracturand pontikulus postikus,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Nöroşirürji = Neurosurgery," onclick=tezDetay('PyIV9_Fo4I7I3fxYfJrmOw','mFlqJpXiJwQQqW1WoApSxQ')"
713116,ELİF ERGÜL,2014,Epikardiyal yağ doku kalınlığı ile koroner arter hastalığı yaygınlığı arasındaki ilişkinin değerlendirilmesi<br><span style='font-style: italic';>Evaluation of the relationship between epicardial fat tissue thickness and extension of coronary artery disease,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('LKgdNnwbnvWEFii0VHeBMQ','MiHXh5ZdAm53t0ONLnKRDA')"
727416,ALİ YAVUZ UZUN,2022,COVİD-19 hastalarında toraks içi oluşumların morfometrik özelliklerinin mortalite üzerine etkisinin incelenmesi<br><span style='font-style: italic';>Investigation of morphometric properties of intrathoracic structures on mortality in COVID-19 patients,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anatomi = Anatomy," onclick=tezDetay('CWDYgR2IWxoTXpzEym4m2A','eDZgjdWhgT26FJup7eJoZQ')"
723915,CİHANGİR YILDIZ,2022,"Rize ilinde çalışan aile hekimlerinin rotavirüs enfeksiyonu ve aşıları hakkında bilgi, tutum ve davranışlarının değerlendirilmesi<br><span style='font-style: italic';>Assessment of knowledge, attitudes and behaviours of family physicians working Rize province about rotavirus infection and vaccination",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Aile Hekimliği = Family Medicine," onclick=tezDetay('UXvO7nI3Ge_QbUApbvAq_A','OeuqMuPbFvZbwImHGPsDrg')"
727683,MEHMET AYDIN,2022,Üçüncü basamak acil servise mükerrer başvuruda bulunan erişkin hastaların normal ve pandemi dönemi verilerinin karşılaştırılması<br><span style='font-style: italic';>Compari̇son of normal and pandemi̇c peri̇od data of adult pati̇ents WHO appli̇ed repeatedly to the 3RD step emergency servi̇ce,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Acil Tıp = Emergency Medicine," onclick=tezDetay('NhgWO31TQ-9O0k0CyRFGyQ','remGRM-MCmBORmHW33ZvoA')"
723912,ASLI ENZEL KOÇ,2022,Psikiyatri servisinde yatarak tedavi gören hastalarda uyku özellikleri ve uyku- uyanıklık bozukluklarının klinik ölçeklerle değerlendirilmesi<br><span style='font-style: italic';>Clinical evaluation of sleep features and sleep-wake disorders inpatients WHO have been treated in the psychiatric unit,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Psikiyatri = Psychiatry," onclick=tezDetay('rwOwgyjPHCX1hJfhTW9gQw','2qQ8idxbtR2Zwl302VFrsg')"
726805,ABDULSAMET ÖZTÜRK,2022,Psödoeksfoliasyon sendromlu gözlerde katarakt cerrahisi komplikasyonları<br><span style='font-style: italic';>Complications of cataract surgery in eyes withpseudoexfoliation syndrome,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('EZ_TK_g7axYtAfBbAa3Bng','9EN0wbeQxXpakQsHZI2w1A')"
734605,MEHMET ALPTEKİN DEMİRCİ,2022,Hashimoto tiroiditli kadın hastalarda metabolik sendrom sıklığı<br><span style='font-style: italic';>Frequency of metabolic syndrome in female patients with hashimoto thyroiditis,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İç Hastalıkları = Internal diseases," onclick=tezDetay('v2WEFfNnhFit_u-V4thEeg','ovNivgc7Cvyzf78YAyFdKQ')"
778124,EMRE SEFA GÜLTEKİN,2021,Yenidoğan erken başlangıçlı sepsis tanısında hipoterminin diagnostik gücünün ve sepsis parametreleri ile ilişkisinin araştırılması<br><span style='font-style: italic';>Investigation of the diagnostic significance of hypothermia and its relationship with sepsis parameters in the diagnosis of neonatal sepsis,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('1hGnJ2t5cUUOKqQS7lVyyQ','cpQbB6lhwniq5BqT9WG36A')"
803913,GÖZDE KESKİN ÇİMEN,2023,Koroner arter bypass cerrahisinde pulsatil ve NON-pulsatil akım tekniklerinin postoperatif deliryum gelişimi üzerine etkilerinin karşılaştırılması<br><span style='font-style: italic';>Comparison of the effects of pulsatile and NON-pulsatile flow techniques on the development of postoperative delirium in coronary artery bypass surgery,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('RfC_wq9oaX41bxWS9o3fSg','1cT5-vEyRc3kLadBKWRZcQ')"
802872,MERVE NUR SALİH,2023,"Prone pozisyonunda genel, spinal ve epidural anestezi uygulamalarında doku oksijenasyonunun değerlendirilmesi<br><span style='font-style: italic';>Evaluation of tissue oxygenation in general, spinal and epidural anesthesia applications in prone position",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('2vc3StkemnxGqWBtmVVq2A','z9y-O4hIIlUHRIFbezQ8tg')"
807368,BÜŞRA GÖKTEPE,2023,"Erişkin hastalarda hipertansiyon farkındalık, prevalans, tedavi ve kontrol durumları<br><span style='font-style: italic';>Hypertension awareness in adult patients, prevalance, treatment and control statuses",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Aile Hekimliği = Family Medicine," onclick=tezDetay('CkJfgfFdUBl7pt3Es77-wQ','LiRTxy1MeR92efgWvAV_ww')"
801810,ARZU LEVENT,2023,Karaciğer sirozlu hastalarda proton pompa inhibitörü kullanımının mortalite ve komplikasyonlar üzerine etkisi<br><span style='font-style: italic';>The effect of proton pump inhibitors on mortality and complications in patients with liver cirrhosis,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İç Hastalıkları = Internal diseases," onclick=tezDetay('zbHuLHPFlFYFKBupHe7G3Q','GhuiVHkFSd62nX6qtADlXg')"
803991,MUSTAFA ÖZCAN,2023,Kinolon dirençli ve duyarlı klinik escherichia coli suşları arasındaki virülans gen oranlarının kıyaslanması<br><span style='font-style: italic';>Comparison of virulance gene ratios between quinolone-resistant and susceptible clinical escherichia coli strains,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('EuXkDom_bROZSzGqKE-f6Q','WZ4qJpL51-w2tmEjVoAg7Q')"
808498,ÇİĞDEM CAN BAYRAK,2023,Dokosaheksaenoik asit (DHA) serum ve servikal mukus örneğideğerlerinin polikistik over sendromu (PKOS) olanhastalarda ve kontrol grubunda karşılaştırılması<br><span style='font-style: italic';>Comparison of docosahexaenoic acid (DHA) serum and cervicalmucus sample values in patients with polycystic ovarysyndrome (PCOS) and the control group,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('XeFbBdTf25y0kJyEpKS6PA','aVkDrl2tAFTtKuUTG9Prgg')"
802896,ESİN BİLGİN KONYALIHATİPOĞLU,2023,Recep Tayyip Erdoğan Üniversitesi Eğitim ve Araştırma Hastanesinde yatarak tedavi gören hastalarda sigarayı bırakma müdahalelerinin uzun dönem sonuçlarının değerlendirilmesi<br><span style='font-style: italic';>Evaluation of long-term results of smoking cessation interventions of patients which are treated in services of the Recep Tayyip Erdoğan University Education and Research Hospital,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('Tj_BW370Kt-6-Mfy2LXolQ','mPLc-KRgKrNV7UfomW6u8w')"
793507,DERYA GIAKOUP,2016,Toplumda gelişen ve hastanede yatarak tedavi gören pnömoni hastalarında mortaliteyi etkileyen faktörler<br><span style='font-style: italic';>Factors affecting mortality in community-developed and hospitalized pneumonia patients,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('gWh7l0_YDKiGUIK5kqvsnQ','x9qj455LYgOOT4vgQhIIHw')"
802913,RESMİ HAKAN ADAŞ,2023,Elektif lomber disk cerrahilerinde pron pozisyonun optik sinir kılıf çapı ve göz içi basıncına etkileri\'<br><span style='font-style: italic';>The effects of prone position on optic nerve sheath diameter and intraocular pressure in elective lumbar disc surgery\',Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('IXwdQs0nyQge4gdY6hqxTA','qLhUnKmqF278pTyOTuQKYA')"
803936,KEMAL PANÇ,2023,Akut Pankreatit Olgularında Karaciğer ve Pankreas YağlanmasınınPrognostik Değeri<br><span style='font-style: italic';>Prognostic value of fatty liver and fatty pancreas in cases of acute pancreatitis,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('yQ5AFp6zE00G2arS5Dp8hw','03S76mgLq2XVBdD4HNFsfg')"
876500,ZEKERİYA BERK ÖZNAY,2024,Tek taraflı nazal kavite ve paranazal sinüs patolojilerinin bilgisayarlı 	tomografi ile ayırıcı tanısında derin öğrenmenin kullanımı<br><span style='font-style: italic';>The use of deep learning in the differential diagnosis of unilateral nasal cavity and paranasal sinus pathologies using computed tomography,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('siqx2oGyy35hE9kllN2eKg','YNBTY3UT7cxl0MP-QHfB8A')"
876450,LÜTFULLAH SAĞIR,2024,Skrotal ultrason görüntüleri ile spermiyogram ve hormon profili arasındaki ilişkinin belirlenmesinde yapay zeka kullanımı<br><span style='font-style: italic';>Using artificial intelligence to determine the relationship between scrotal ultrasound images and spermiogram and hormone profile,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('urAuNVGNtkthpCo13s3Xgw','QFNKJf06nxuPSLaEDNHWyA')"
876502,HALDUN KOÇ,2024,Tıkayıcı koroner arter hastalığı olmayan miyokard infarktüsü hastaları ile tıkayıcı koroner arter hastalığı olan miyokard infarktüs hastalarının inflamasyon ve oksidatif stres durumunun karşılaştırılması<br><span style='font-style: italic';>Comparison of inflammation and oxidative stress status between myocardial infarction patients without obstructive coronary artery disease and myocardial infarction patients with obstructive coronary artery disease,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('Iwbl5DeJnYtRX_h35UsE1A','oZONBtNgeICEgIX1c88vwQ')"
744481,GONCA AYYILDIZ,2022,"Diyabetik, tiroid disfonksiyonu olan gebelerde fetal lensin biyometrik ölçümlerinin ultrasonografi ile değerlendirilmesi ve sistemik inflamatuar parametrelerle arasındaki ilişkisi<br><span style='font-style: italic';>Evaluation of biometric measurements of fetal lens with ultrasonography in pregnant women with diabetics, thyroid dysfunction and its relationship with systemic inflammatory parameters",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('Enlj4DbIjHrdBQnDrSV3gA','stBeVqkQuMeNKFc1Sk0PwQ')"
739684,HASAN VEYSEL KESKİN,2022,"Pulmoner emboli riskini öngörmede Padua, Wells ve Modifiye geneva klinik olasılık skorlarının tanısal değeri<br><span style='font-style: italic';>In prediction of the risk of pulmonary emboly Padua, Wells and Modified geneva clinical probability scores diagnostic value",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('HRNTQKLh9e3Ytq_pSbVkuw','3LpTIXHYZchyC27Gaqa7vA')"
734795,ALİ KORAY KAYA,2022,Sıçanlarda penisilin ile oluşturulan epileptiform aktivite üzerine kardiyoselektif beta bloker metoprolol\'ün etkisi<br><span style='font-style: italic';>The effect of cardioselective beta blocker metoprolol on epileptiform activity induced by penicillin in rats,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Fizyoloji = Physiology," onclick=tezDetay('fzeuxamGNFlvv6ooAqg44Q','PoBma2Gbu9JdP-YKj-B1wQ')"
736301,EYLÜL AKDENİZ DERMAN,2022,Ankilozan spondilit hastalarında nutrisyonel indekslerin                                    hastalık aktivitesi ile ilişkisi<br><span style='font-style: italic';>The relationship between nutritional indexes and disease activitiy in ankylosing spondylitis patients,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('9-YdDDBlH2O2g9Q8m2tGrQ','iShY6YHSXKfkx7EXVYTpTQ')"
749307,İSMAİL ATAŞ,2022,Akut iskemik inmede uygulanan IV tromboliz ve/veya mekanik trombektomi tedavisinin near ınfrared spektroskopi (NIRS) ile takibi<br><span style='font-style: italic';>Evaluation of IV thrombolysis and/or mechanical thrombectomy treatment in acute stroke patients with near infrared spectroscopy (NİRS),Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Acil Tıp = Emergency Medicine," onclick=tezDetay('ak7F6qygkTdyQObErC0OTQ','mY2QWPu_IvMQ317rBhWL4w')"
750403,AYŞEGÜL BARAK ÖZER,2022,Obsesif kompulsif bozukluk tanılı hastalarda beden algısı ve somatik yakınmalar<br><span style='font-style: italic';>Body perception and somatic complaints in patients withobsessive compulsive disorder,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Psikiyatri = Psychiatry," onclick=tezDetay('3SOUKL1ylxKfHD-1wTubIw','CSiJlDgTtejnHXJU5WL2hg')"
752081,İLHAN YILMAZ,2022,Torakolomber vertebra fraktürlerinin posterior pedikül vidası ile tespitinde laminektomi uygulamasının radyolojik parametreler ve klinik üzerine etkilerinin değerlendirilmesi<br><span style='font-style: italic';>Clinical and radialogic effects of laminectomy during posterior pedicle screw fixation in the surgical management of thoracolumbar fractures,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Nöroşirürji = Neurosurgery," onclick=tezDetay('nZzhNrjEtdCui-_NhjTs6w','6Sj0oPxLGPzocbCFqbRIzA')"
751425,ELİF AKYÜZ KOTAN,2022,İnflamatuvar barsak hastalığı olanlarda nütrisyonel durumun değerlendirilmesinde ultrasonografi ile ölçülen temporal kas kalınlığının kullanılması<br><span style='font-style: italic';>Use of temporal muscle thickness measured by ultrasonography in the assessment of nutritional status in patients with inflammatory bowel disease,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İç Hastalıkları = Internal diseases," onclick=tezDetay('D8esQPFAqptMpjuuJVdNUQ','yAPsDC7spyl8M0fp2Gaivg')"
757380,NURAY ARSLAN,2022,Kolistin dirençli acinetobacter baumannii suşlarında PmrA gen polimorfizmi ve mutasyonu<br><span style='font-style: italic';>PmrA gene polymorphism and mutation in colistine resistant acinetobacter baumannii strains,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('5BtxMjxtDzAp1GGBW2xOtQ','BsqbMch3pxALYGNzDsA68g')"
758697,AYŞE YAZAN ARSLAN,2022,35 yaş ve üzeri annelerde gebelik öncesi vücut kitle indeksi sınıflamasının ve gestasyonel kilo alımının yenidoğan sonuçları üzerine etkisi<br><span style='font-style: italic';>The effect of pre-pregnancy body mass index classification and gestational weight gain on newborn outcomes in mothers aged 35 and over,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Aile Hekimliği = Family Medicine," onclick=tezDetay('AOfuanSLmnAwAOX-bLn00g','JnMyJWVFrD8YPXhdZ-WDsA')"
757287,AHMET UFUK KILIÇTAŞ,2022,Parotis tümör tanılı hastalarda klinik ve histopatolojik verilerin sistemik inflamasyon parametreleri ve difüzyon ağırlıklı manyetik rezonans görüntüleri ile değerlendirilmesi<br><span style='font-style: italic';>Evaluation of clinical and histopathological data in patients diagnosed with parotid gland tumor with systemic inflammation parameters and diffusion-weighted magnetic resonance images,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('dd_A1EQGz-VAZzzjAPnl0w','mFoeS3yOgh9Wj_Wk4HsLLA')"
756019,İSMAİL EREN POLAT,2022,Doğu Karadeniz bölgesinde çalışan hekimlerde geriartrik hastaların aşılanması farkındalığı<br><span style='font-style: italic';>Awareness of vaccination of geriartric patients amongphysicians working i̇n eastern black sea region,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İç Hastalıkları = Internal diseases," onclick=tezDetay('6pZcQW1paN2OialbQIF8uw','W0MbSe-7VdboCeHEcu6P1g')"
758637,SEZGİN İNAN,2022,Elektif cerrahi hastalarında mide doluluk oranının ultrasonografi ile değerlendirilmesi ve ilişkili faktörlerin incelenmesi: Prospektif gözlemsel çalışma<br><span style='font-style: italic';>Evaluation of incidence of stomach fullness in elective surgical patients and investigation of associated factors: Prospective observational study\',Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('G29f1zppOtQF_GOlcfOVfg','DvfcIkZXvUDms-mXQN9CiQ')"
733255,MEHMET KAĞITCI,2014,Gestasyonel diabeti olan gebelerde 24-26 gebelik haftası ile 36-38 gebelik haftalarındaki karotis intima media kalınlıklarının karşılaştırılması<br><span style='font-style: italic';>Comparison of carotis intima media thicknesses at gestational weeks 24-26 and 36-38 in pregnant women with gestational diabetes.,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('QdLDO67eMZjbHjhjm0W5VQ','SvBJFDoc2_JiWMOSk-5EmQ')"
